subor,nastroj,cas_vykonania,pocet_chyb,vystup
./metadata/playlist.py,mypy,2025-03-13T14:05:45.147081,7,"metadata/playlist.py:43: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/playlist.py:43: note: Possible overload variants:
metadata/playlist.py:43: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/playlist.py:43: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/playlist.py:43: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/playlist.py:46: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 2 errors in 1 file (checked 1 source file)"
./metadata/search_results.py,pylint,2025-03-13T14:05:45.687608,15,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.search_results
metadata/search_results.py:32:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/search_results.py:65:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/search_results.py:70:19: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
metadata/search_results.py:111:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/search_results.py:117:19: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
metadata/search_results.py:164:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/search_results.py:185:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/search_results.py:230:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/search_results.py:273:32: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 7.17/10 (previous run: 7.17/10, +0.00)"
./metadata/search_results.py,pyflakes,2025-03-13T14:05:46.713672,0,
./metadata/search_results.py,flake8,2025-03-13T14:05:46.823755,38,"./metadata/search_results.py:52:13: W503 line break before binary operator
./metadata/search_results.py:53:13: W503 line break before binary operator
./metadata/search_results.py:54:13: W503 line break before binary operator
./metadata/search_results.py:55:13: W503 line break before binary operator
./metadata/search_results.py:57:17: W503 line break before binary operator
./metadata/search_results.py:59:13: W503 line break before binary operator
./metadata/search_results.py:88:13: W503 line break before binary operator
./metadata/search_results.py:89:13: W503 line break before binary operator
./metadata/search_results.py:90:13: W503 line break before binary operator
./metadata/search_results.py:92:17: W503 line break before binary operator
./metadata/search_results.py:94:13: W503 line break before binary operator
./metadata/search_results.py:101:13: W503 line break before binary operator
./metadata/search_results.py:102:13: W503 line break before binary operator
./metadata/search_results.py:103:13: W503 line break before binary operator
./metadata/search_results.py:104:13: W503 line break before binary operator
./metadata/search_results.py:105:13: W503 line break before binary operator
./metadata/search_results.py:106:13: W503 line break before binary operator
./metadata/search_results.py:136:13: W503 line break before binary operator
./metadata/search_results.py:137:13: W503 line break before binary operator
./metadata/search_results.py:138:13: W503 line break before binary operator
./metadata/search_results.py:140:17: W503 line break before binary operator
./metadata/search_results.py:142:13: W503 line break before binary operator
./metadata/search_results.py:146:13: W503 line break before binary operator
./metadata/search_results.py:147:13: W503 line break before binary operator
./metadata/search_results.py:154:13: W503 line break before binary operator
./metadata/search_results.py:155:13: W503 line break before binary operator
./metadata/search_results.py:156:13: W503 line break before binary operator
./metadata/search_results.py:157:13: W503 line break before binary operator
./metadata/search_results.py:158:13: W503 line break before binary operator
./metadata/search_results.py:159:13: W503 line break before binary operator
./metadata/search_results.py:214:13: W503 line break before binary operator
./metadata/search_results.py:215:13: W503 line break before binary operator
./metadata/search_results.py:216:13: W503 line break before binary operator
./metadata/search_results.py:217:13: W503 line break before binary operator
./metadata/search_results.py:221:13: W503 line break before binary operator
./metadata/search_results.py:222:13: W503 line break before binary operator
./metadata/search_results.py:223:13: W503 line break before binary operator
./metadata/search_results.py:224:13: W503 line break before binary operator"
./metadata/search_results.py,mypy,2025-03-13T14:05:47.048950,38,"metadata/search_results.py:32: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/search_results.py:32: note: Possible overload variants:
metadata/search_results.py:32: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:32: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/search_results.py:32: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:65: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/search_results.py:65: note: Possible overload variants:
metadata/search_results.py:65: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:65: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/search_results.py:65: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:70: error: X | Y syntax for unions requires Python 3.10  [syntax]
metadata/search_results.py:111: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/search_results.py:111: note: Possible overload variants:
metadata/search_results.py:111: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:111: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/search_results.py:111: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:117: error: X | Y syntax for unions requires Python 3.10  [syntax]
metadata/search_results.py:164: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/search_results.py:164: note: Possible overload variants:
metadata/search_results.py:164: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:164: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/search_results.py:164: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:185: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/search_results.py:185: note: Possible overload variants:
metadata/search_results.py:185: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:185: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/search_results.py:185: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:230: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/search_results.py:230: note: Possible overload variants:
metadata/search_results.py:230: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:230: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/search_results.py:230: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/search_results.py:239: error: Incompatible types in assignment (expression has type ""type[AlbumSummary]"", variable has type ""type[TrackSummary]"")  [assignment]
metadata/search_results.py:241: error: Incompatible types in assignment (expression has type ""type[LabelSummary]"", variable has type ""type[TrackSummary]"")  [assignment]
metadata/search_results.py:243: error: Incompatible types in assignment (expression has type ""type[ArtistSummary]"", variable has type ""type[TrackSummary]"")  [assignment]
metadata/search_results.py:245: error: Incompatible types in assignment (expression has type ""type[PlaylistSummary]"", variable has type ""type[TrackSummary]"")  [assignment]
metadata/search_results.py:273: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 13 errors in 1 file (checked 1 source file)"
./metadata/tagger.py,pylint,2025-03-13T14:05:47.594544,9,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.tagger
metadata/tagger.py:5:0: E0401: Unable to import 'aiofiles' (import-error)
metadata/tagger.py:176:65: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
metadata/tagger.py:241:63: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 8.91/10 (previous run: 8.91/10, +0.00)"
./metadata/tagger.py,pyflakes,2025-03-13T14:05:49.336100,0,
./metadata/tagger.py,flake8,2025-03-13T14:05:49.447895,0,
./metadata/tagger.py,mypy,2025-03-13T14:05:49.657919,10,"metadata/tagger.py:5: error: Library stubs not installed for ""aiofiles""  [import-untyped]
metadata/tagger.py:5: note: Hint: ""python3 -m pip install types-aiofiles""
metadata/tagger.py:5: note: (or run ""mypy --install-types"" to install all missing stub packages)
metadata/tagger.py:5: note: See https://mypy.readthedocs.io/en/stable/running_mypy.html#missing-imports
metadata/tagger.py:151: error: Incompatible types in assignment (expression has type ""Optional[str]"", variable has type ""str"")  [assignment]
metadata/tagger.py:168: error: Incompatible types in assignment (expression has type ""bytes"", variable has type ""list[tuple[int, int]]"")  [assignment]
metadata/tagger.py:170: error: Incompatible types in assignment (expression has type ""Optional[str]"", variable has type ""list[tuple[int, int]]"")  [assignment]
metadata/tagger.py:176: error: X | Y syntax for unions requires Python 3.10  [syntax]
metadata/tagger.py:241: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 6 errors in 1 file (checked 1 source file)"
./metadata/track.py,pylint,2025-03-13T14:05:50.194282,8,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.track
metadata/track.py:13:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/track.py:24:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)

------------------------------------------------------------------
Your code has been rated at 9.12/10 (previous run: 9.12/10, +0.00)"
./metadata/track.py,pyflakes,2025-03-13T14:05:51.216225,0,
./metadata/track.py,flake8,2025-03-13T14:05:51.330417,0,
./metadata/track.py,mypy,2025-03-13T14:05:51.542522,18,"metadata/track.py:13: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/track.py:13: note: Possible overload variants:
metadata/track.py:13: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/track.py:13: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/track.py:13: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/track.py:24: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/track.py:24: note: Possible overload variants:
metadata/track.py:24: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/track.py:24: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/track.py:24: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/track.py:46: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/track.py:47: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/track.py:53: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/track.py:65: error: Unsupported left operand type for | (""type[int]"")  [operator]
metadata/track.py:66: error: Unsupported left operand type for | (""type[int]"")  [operator]
metadata/track.py:125: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/track.py:196: error: Incompatible types in assignment (expression has type ""None"", variable has type ""int"")  [assignment]
Found 9 errors in 1 file (checked 1 source file)"
./metadata/util.py,pylint,2025-03-13T14:05:52.115352,5,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)

--------------------------------------------------------------------
Your code has been rated at 10.00/10 (previous run: 10.00/10, +0.00)"
./metadata/util.py,pyflakes,2025-03-13T14:05:53.015683,0,
./metadata/util.py,flake8,2025-03-13T14:05:53.124505,0,
./metadata/util.py,mypy,2025-03-13T14:05:53.346059,2,"metadata/util.py:30: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 1 error in 1 file (checked 1 source file)"
./rip/__init__.py,pylint,2025-03-13T14:05:53.899971,5,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)

--------------------------------------------------------------------
Your code has been rated at 10.00/10 (previous run: 10.00/10, +0.00)"
./rip/__init__.py,pyflakes,2025-03-13T14:05:55.690440,0,
./rip/__init__.py,flake8,2025-03-13T14:05:55.811435,0,
./rip/__init__.py,mypy,2025-03-13T14:05:56.010835,1,Success: no issues found in 1 source file
./rip/cli.py,pylint,2025-03-13T14:05:56.610117,23,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.rip.cli
rip/cli.py:10:0: E0401: Unable to import 'aiofiles' (import-error)
rip/cli.py:11:0: E0401: Unable to import 'aiohttp' (import-error)
rip/cli.py:13:0: E0401: Unable to import 'click_help_colors' (import-error)
rip/cli.py:14:0: E0401: Unable to import 'rich.logging' (import-error)
rip/cli.py:15:0: E0401: Unable to import 'rich.markdown' (import-error)
rip/cli.py:16:0: E0401: Unable to import 'rich.prompt' (import-error)
rip/cli.py:17:0: E0401: Unable to import 'rich.traceback' (import-error)
rip/cli.py:304:4: E0401: Unable to import 'rich.table' (import-error)
rip/cli.py:421:51: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
rip/cli.py:439:4: E1120: No value for argument 'ctx' in function call (no-value-for-parameter)
rip/cli.py:439:4: E1120: No value for argument 'config_path' in function call (no-value-for-parameter)
rip/cli.py:439:4: E1120: No value for argument 'folder' in function call (no-value-for-parameter)
rip/cli.py:439:4: E1120: No value for argument 'no_db' in function call (no-value-for-parameter)
rip/cli.py:439:4: E1120: No value for argument 'quality' in function call (no-value-for-parameter)
rip/cli.py:439:4: E1120: No value for argument 'codec' in function call (no-value-for-parameter)
rip/cli.py:439:4: E1120: No value for argument 'no_progress' in function call (no-value-for-parameter)
rip/cli.py:439:4: E1120: No value for argument 'verbose' in function call (no-value-for-parameter)

------------------------------------------------------------------
Your code has been rated at 5.60/10 (previous run: 5.60/10, +0.00)"
./rip/cli.py,pyflakes,2025-03-13T14:05:59.722304,0,
./rip/cli.py,flake8,2025-03-13T14:05:59.830841,0,
./rip/cli.py,mypy,2025-03-13T14:06:00.078039,9,"rip/cli.py:10: error: Library stubs not installed for ""aiofiles""  [import-untyped]
rip/cli.py:10: note: Hint: ""python3 -m pip install types-aiofiles""
rip/cli.py:10: note: (or run ""mypy --install-types"" to install all missing stub packages)
rip/cli.py:10: note: See https://mypy.readthedocs.io/en/stable/running_mypy.html#missing-imports
rip/cli.py:164: note: By default the bodies of untyped functions are not checked, consider using --check-untyped-defs  [annotation-unchecked]
rip/cli.py:209: note: By default the bodies of untyped functions are not checked, consider using --check-untyped-defs  [annotation-unchecked]
rip/cli.py:306: note: By default the bodies of untyped functions are not checked, consider using --check-untyped-defs  [annotation-unchecked]
rip/cli.py:421: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 2 errors in 1 file (checked 1 source file)"
./rip/main.py,pylint,2025-03-13T14:06:00.558322,9,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.rip.main
rip/main.py:6:0: E0401: Unable to import 'aiofiles' (import-error)
rip/main.py:180:12: E0401: Unable to import 'pick' (import-error)
rip/main.py:198:12: E0401: Unable to import 'simple_term_menu' (import-error)

------------------------------------------------------------------
Your code has been rated at 9.01/10 (previous run: 9.01/10, +0.00)"
./rip/main.py,pyflakes,2025-03-13T14:06:03.470216,0,
./rip/main.py,flake8,2025-03-13T14:06:03.592299,4,"./rip/main.py:31:1: W191 indentation contains tabs
./rip/main.py:31:1: E101 indentation contains mixed spaces and tabs
./rip/main.py:31:2: E117 over-indented
./rip/main.py:33:1: E302 expected 2 blank lines, found 1"
./rip/main.py,mypy,2025-03-13T14:06:03.828967,12,"rip/main.py:6: error: Library stubs not installed for ""aiofiles""  [import-untyped]
rip/main.py:6: note: Hint: ""python3 -m pip install types-aiofiles""
rip/main.py:6: note: (or run ""mypy --install-types"" to install all missing stub packages)
rip/main.py:6: note: See https://mypy.readthedocs.io/en/stable/running_mypy.html#missing-imports
rip/main.py:63: error: Incompatible types in assignment (expression has type ""Dummy"", variable has type ""Downloads"")  [assignment]
rip/main.py:68: error: Incompatible types in assignment (expression has type ""Dummy"", variable has type ""Failed"")  [assignment]
rip/main.py:101: error: Incompatible types in assignment (expression has type ""PendingAlbum"", variable has type ""PendingSingle"")  [assignment]
rip/main.py:103: error: Incompatible types in assignment (expression has type ""PendingPlaylist"", variable has type ""PendingSingle"")  [assignment]
rip/main.py:105: error: Incompatible types in assignment (expression has type ""PendingLabel"", variable has type ""PendingSingle"")  [assignment]
rip/main.py:107: error: Incompatible types in assignment (expression has type ""PendingArtist"", variable has type ""PendingSingle"")  [assignment]
rip/main.py:158: note: By default the bodies of untyped functions are not checked, consider using --check-untyped-defs  [annotation-unchecked]
Found 7 errors in 1 file (checked 1 source file)"
./rip/parse_url.py,pylint,2025-03-13T14:06:04.317365,5,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)

--------------------------------------------------------------------
Your code has been rated at 10.00/10 (previous run: 10.00/10, +0.00)"
./rip/parse_url.py,pyflakes,2025-03-13T14:06:06.277393,0,
./rip/parse_url.py,flake8,2025-03-13T14:06:06.402514,0,
./rip/parse_url.py,mypy,2025-03-13T14:06:06.647655,4,"rip/parse_url.py:198: error: Argument 1 of ""into_pending"" is incompatible with supertype ""URL""; supertype defines the argument type as ""Client""  [override]
rip/parse_url.py:198: note: This violates the Liskov substitution principle
rip/parse_url.py:198: note: See https://mypy.readthedocs.io/en/stable/common_issues.html#incompatible-overrides
Found 1 error in 1 file (checked 1 source file)"
./rip/prompter.py,pylint,2025-03-13T14:06:07.144401,7,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.rip.prompter
rip/prompter.py:8:0: E0401: Unable to import 'rich.prompt' (import-error)

------------------------------------------------------------------
Your code has been rated at 9.66/10 (previous run: 9.66/10, +0.00)"
./rip/prompter.py,pyflakes,2025-03-13T14:06:09.777857,0,
./rip/prompter.py,flake8,2025-03-13T14:06:09.882738,0,
./rip/prompter.py,mypy,2025-03-13T14:06:10.093837,2,"rip/prompter.py:218: error: Cannot instantiate abstract class ""CredentialPrompter"" with abstract attributes ""has_creds"", ""prompt_and_login"", ""save"" and ""type_check_client""  [abstract]
Found 1 error in 1 file (checked 1 source file)"
./rip/user_paths.py,pylint,2025-03-13T14:06:10.573964,7,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.rip.user_paths
rip/user_paths.py:4:0: E0401: Unable to import 'appdirs' (import-error)

------------------------------------------------------------------
Your code has been rated at 6.43/10 (previous run: 6.43/10, +0.00)"
./rip/user_paths.py,pyflakes,2025-03-13T14:06:11.350797,0,
./rip/user_paths.py,flake8,2025-03-13T14:06:11.466746,0,
./rip/user_paths.py,mypy,2025-03-13T14:06:11.657107,1,Success: no issues found in 1 source file
